url,label
http://appleid-verify-account.net/auth?redirect=1,phishing
https://cloudflare.com/products/item123,benign
https://192.168.44.12/account/confirm,phishing
https://amazon.com/blog/2026/announcement,benign
http://192.168.44.12/login,phishing
http://secure-login-bank0famerica.com/auth?redirect=1,phishing
https://amazon.com,benign
http://account-update-chase.info/wp-includes/signin.php,phishing
http://account-update-chase.info/account/confirm,phishing
https://cloudflare.com/docs/api,benign
http://paypa1-secure.com/account/confirm,phishing
https://nytimes.com/docs/api,benign
https://192.168.44.12/wp-includes/signin.php,phishing
https://python.org/products/item123,benign
http://paypa1-secure.com/auth?redirect=1,phishing
http://paypa1-secure.com/secure/verify,phishing
http://192.168.44.12/login,phishing
https://192.168.44.12/secure/verify,phishing
https://bbc.com/docs/api,benign
https://account-update-chase.info/auth?redirect=1,phishing
https://cloudflare.com/blog/2026/announcement,benign
https://bbc.com/products/item123,benign
http://verify-wallet-metamask.xyz/wp-includes/signin.php,phishing
http://verify-wallet-metamask.xyz/wp-includes/signin.php,phishing
https://amazon.com/docs/api,benign
http://secure-login-bank0famerica.com/account/confirm,phishing
https://python.org/articles/latest,benign
https://python.org/search?q=test,benign
https://nytimes.com,benign
http://192.168.44.12/secure/verify,phishing
https://bbc.com/articles/latest,benign
http://192.168.44.12/secure/verify,phishing
https://wikipedia.org/search?q=test,benign
https://python.org/articles/latest,benign
http://secure-login-bank0famerica.com/account/confirm,phishing
https://amazon.com/blog/2026/announcement,benign
https://stackoverflow.com/search?q=test,benign
http://verify-wallet-metamask.xyz/auth?redirect=1,phishing
http://secure-login-bank0famerica.com/auth?redirect=1,phishing
https://github.com/products/item123,benign
https://paypa1-secure.com/secure/verify,phishing
https://github.com/docs/api,benign
https://stackoverflow.com/products/item123,benign
https://python.org/products/item123,benign
https://wikipedia.org/articles/latest,benign
http://192.168.44.12/login,phishing
http://192.168.44.12/secure/verify,phishing
https://cloudflare.com/blog/2026/announcement,benign
http://account-update-chase.info/auth?redirect=1,phishing
https://secure-login-bank0famerica.com/wp-includes/signin.php,phishing
https://github.com/docs/api,benign
http://verify-wallet-metamask.xyz/login,phishing
https://stackoverflow.com/blog/2026/announcement,benign
https://cloudflare.com,benign
http://python.org,benign
https://nytimes.com/articles/latest,benign
http://paypa1-secure.com/wp-includes/signin.php,phishing
https://amazon.com/search?q=test,benign
https://cloudflare.com/articles/latest,benign
https://github.com/search?q=test,benign
https://nytimes.com/blog/2026/announcement,benign
http://appleid-verify-account.net/auth?redirect=1,phishing
https://python.org/blog/2026/announcement,benign
http://account-update-chase.info/auth?redirect=1,phishing
https://github.com/products/item123,benign
https://github.com/products/item123,benign
https://amazon.com/docs/api,benign
https://bbc.com,benign
https://bbc.com/docs/api,benign
http://192.168.44.12/account/confirm,phishing
https://secure-login-bank0famerica.com/wp-includes/signin.php,phishing
http://appleid-verify-account.net/account/confirm,phishing
https://bbc.com/blog/2026/announcement,benign
http://192.168.44.12/wp-includes/signin.php,phishing
http://verify-wallet-metamask.xyz/secure/verify,phishing
http://bbc.com/articles/latest,benign
http://cloudflare.com/blog/2026/announcement,benign
https://stackoverflow.com/articles/latest,benign
http://verify-wallet-metamask.xyz/login,phishing
https://github.com/blog/2026/announcement,benign
https://nytimes.com/search?q=test,benign
https://nytimes.com,benign
http://wikipedia.org,benign
https://cloudflare.com,benign
https://amazon.com/blog/2026/announcement,benign
http://192.168.44.12/account/confirm,phishing
https://verify-wallet-metamask.xyz/secure/verify,phishing
http://account-update-chase.info/login,phishing
http://python.org,benign
https://nytimes.com,benign
https://bbc.com,benign
https://amazon.com/blog/2026/announcement,benign
https://wikipedia.org/articles/latest,benign
https://appleid-verify-account.net/secure/verify,phishing
http://paypa1-secure.com/auth?redirect=1,phishing
https://verify-wallet-metamask.xyz/wp-includes/signin.php,phishing
https://github.com/products/item123,benign
http://192.168.44.12/auth?redirect=1,phishing
https://python.org/blog/2026/announcement,benign
http://paypa1-secure.com/account/confirm,phishing
http://verify-wallet-metamask.xyz/secure/verify,phishing
https://paypa1-secure.com/login,phishing
http://verify-wallet-metamask.xyz/wp-includes/signin.php,phishing
https://secure-login-bank0famerica.com/login,phishing
https://stackoverflow.com,benign
http://appleid-verify-account.net/secure/verify,phishing
http://appleid-verify-account.net/login,phishing
http://account-update-chase.info/secure/verify,phishing
http://192.168.44.12/account/confirm,phishing
https://stackoverflow.com/products/item123,benign
http://verify-wallet-metamask.xyz/login,phishing
https://nytimes.com/blog/2026/announcement,benign
https://nytimes.com,benign
http://verify-wallet-metamask.xyz/login,phishing
https://wikipedia.org/search?q=test,benign
https://amazon.com/products/item123,benign
https://github.com/docs/api,benign
https://stackoverflow.com/products/item123,benign
https://secure-login-bank0famerica.com/wp-includes/signin.php,phishing
https://stackoverflow.com,benign
https://nytimes.com,benign
https://nytimes.com/docs/api,benign
https://github.com/blog/2026/announcement,benign
https://wikipedia.org/search?q=test,benign
http://secure-login-bank0famerica.com/login,phishing
http://secure-login-bank0famerica.com/secure/verify,phishing
http://192.168.44.12/secure/verify,phishing
http://192.168.44.12/wp-includes/signin.php,phishing
https://bbc.com/search?q=test,benign
http://192.168.44.12/account/confirm,phishing
https://github.com/docs/api,benign
http://paypa1-secure.com/login,phishing
https://wikipedia.org/products/item123,benign
https://wikipedia.org/articles/latest,benign
http://verify-wallet-metamask.xyz/secure/verify,phishing
http://python.org/blog/2026/announcement,benign
https://secure-login-bank0famerica.com/secure/verify,phishing
http://appleid-verify-account.net/login,phishing
http://account-update-chase.info/secure/verify,phishing
http://appleid-verify-account.net/login,phishing
http://amazon.com/blog/2026/announcement,benign
https://cloudflare.com/blog/2026/announcement,benign
https://nytimes.com/search?q=test,benign
https://nytimes.com/products/item123,benign
https://nytimes.com/docs/api,benign
https://cloudflare.com/docs/api,benign
https://secure-login-bank0famerica.com/account/confirm,phishing
http://paypa1-secure.com/secure/verify,phishing
https://github.com/blog/2026/announcement,benign
https://paypa1-secure.com/secure/verify,phishing
https://secure-login-bank0famerica.com/wp-includes/signin.php,phishing
http://192.168.44.12/secure/verify,phishing
https://secure-login-bank0famerica.com/secure/verify,phishing
https://cloudflare.com,benign
http://appleid-verify-account.net/account/confirm,phishing
https://wikipedia.org,benign
http://verify-wallet-metamask.xyz/account/confirm,phishing
https://nytimes.com/search?q=test,benign
https://cloudflare.com/search?q=test,benign
https://account-update-chase.info/wp-includes/signin.php,phishing
http://verify-wallet-metamask.xyz/auth?redirect=1,phishing
https://secure-login-bank0famerica.com/wp-includes/signin.php,phishing
https://wikipedia.org/blog/2026/announcement,benign
https://192.168.44.12/login,phishing
http://paypa1-secure.com/auth?redirect=1,phishing
https://python.org,benign
https://cloudflare.com/docs/api,benign
http://appleid-verify-account.net/login,phishing
http://paypa1-secure.com/wp-includes/signin.php,phishing
http://paypa1-secure.com/login,phishing
https://stackoverflow.com,benign
https://github.com/articles/latest,benign
https://python.org/docs/api,benign
https://cloudflare.com/docs/api,benign
https://wikipedia.org/docs/api,benign
http://verify-wallet-metamask.xyz/auth?redirect=1,phishing
http://secure-login-bank0famerica.com/login,phishing
http://bbc.com/docs/api,benign
http://nytimes.com/products/item123,benign
http://account-update-chase.info/login,phishing
http://verify-wallet-metamask.xyz/wp-includes/signin.php,phishing
https://github.com/articles/latest,benign
http://bbc.com/blog/2026/announcement,benign
https://github.com/articles/latest,benign
http://paypa1-secure.com/login,phishing
https://github.com/docs/api,benign
https://verify-wallet-metamask.xyz/auth?redirect=1,phishing
https://wikipedia.org,benign
https://bbc.com/search?q=test,benign
http://appleid-verify-account.net/auth?redirect=1,phishing
http://paypa1-secure.com/auth?redirect=1,phishing
https://wikipedia.org/products/item123,benign
http://192.168.44.12/account/confirm,phishing
https://bbc.com/products/item123,benign
http://bbc.com/blog/2026/announcement,benign
https://paypa1-secure.com/auth?redirect=1,phishing
http://paypa1-secure.com/auth?redirect=1,phishing
https://nytimes.com,benign
http://paypa1-secure.com/account/confirm,phishing
https://github.com/blog/2026/announcement,benign
https://stackoverflow.com,benign
https://github.com/articles/latest,benign
https://python.org/docs/api,benign
https://python.org/search?q=test,benign
https://cloudflare.com/docs/api,benign
http://appleid-verify-account.net/login,phishing
http://192.168.44.12/account/confirm,phishing
https://cloudflare.com/blog/2026/announcement,benign
http://verify-wallet-metamask.xyz/secure/verify,phishing
https://python.org/docs/api,benign
http://account-update-chase.info/account/confirm,phishing
http://192.168.44.12/secure/verify,phishing
http://stackoverflow.com,benign
http://secure-login-bank0famerica.com/login,phishing
https://cloudflare.com/blog/2026/announcement,benign
http://paypa1-secure.com/login,phishing
http://account-update-chase.info/secure/verify,phishing
https://192.168.44.12/auth?redirect=1,phishing
http://192.168.44.12/auth?redirect=1,phishing
https://nytimes.com/search?q=test,benign
http://secure-login-bank0famerica.com/auth?redirect=1,phishing
https://nytimes.com/search?q=test,benign
https://amazon.com,benign
http://paypa1-secure.com/wp-includes/signin.php,phishing
http://secure-login-bank0famerica.com/account/confirm,phishing
http://secure-login-bank0famerica.com/wp-includes/signin.php,phishing
https://wikipedia.org/search?q=test,benign
http://account-update-chase.info/auth?redirect=1,phishing
http://verify-wallet-metamask.xyz/auth?redirect=1,phishing
http://192.168.44.12/secure/verify,phishing
https://bbc.com/blog/2026/announcement,benign
https://python.org/docs/api,benign
https://amazon.com,benign
https://bbc.com/articles/latest,benign
https://appleid-verify-account.net/wp-includes/signin.php,phishing
http://verify-wallet-metamask.xyz/account/confirm,phishing
